year,age,agesq,nbh,cbd,intst,lintst,price,rooms,area,land,baths,dist,ldist,wind,lprice,y81,larea,lland,y81ldist,lintstsq,nearinc,y81nrinc,rprice,lrprice
1981,36,1296,4,6000,6000,8.699500084,79500,5,2216,10000,2,13400,9.503009796,5,11.28351212,1,7.703459263,9.2103405,9.503009796,75.68130493,1,1,61059.90625,11.0196104
1981,0,0,4,6000,5000,8.51720047,97900,7,1226,13068,2,13100,9.480367661,5,11.49170208,1,7.111512184,9.477921486,9.480367661,72.54270172,1,1,75192.01563,11.22780037
1981,0,0,4,6000,5000,8.51720047,103900,7,1910,20909,2,13200,9.48797226,5,11.5511837,1,7.554858685,9.947935104,9.48797226,72.54270172,1,1,79800.30469,11.28728294
1981,3,9,4,5000,6000,8.699500084,70000,6,1728,10938,2,12800,9.45720005,5,11.15625095,1,7.45472002,9.299998283,9.45720005,75.68130493,1,1,53763.44141,10.89234924
1981,26,676,0,10000,10000,9.210300446,175000,6,1842,29130,2,16900,9.735069275,5,12.07254124,1,7.51860714,10.27952385,9.735069275,84.82963562,0,0,134408.6094,11.80863953
1981,65,4225,0,10000,10000,9.210300446,80000,5,2384,10000,2,17000,9.740968704,5,11.28978157,1,7.776535034,9.2103405,9.740968704,84.82963562,0,0,61443.93359,11.02588081
1981,25,625,0,10000,10000,9.210300446,60000,6,1388,7500,1,16900,9.735069275,5,11.00209999,1,7.235619068,8.922657967,9.735069275,84.82963562,0,0,46082.94922,10.73819828
1981,0,0,6,24000,26000,10.16600037,144500,7,3140,48787,3,25000,10.12662983,11,11.88103485,1,8.051978111,10.79521942,10.12662983,103.3475647,0,0,110983.1016,11.61713314
1981,20,400,0,15000,15000,9.615799904,97000,6,1296,44867,2,21300,9.966462135,7,11.4824667,1,7.167037964,10.71145821,9.966462135,92.46360779,0,0,74500.76563,11.21856499
1981,19,361,0,14000,15000,9.615799904,95000,5,1148,44182,2,20500,9.928179741,7,11.46163177,1,7.045776367,10.69607258,9.928179741,92.46360779,0,0,72964.67188,11.19773102
1981,0,0,0,13000,13000,9.472700119,204080,7,2261,45465,3,19400,9.873027802,5,12.22626781,1,7.723562241,10.72469807,9.873027802,89.73204803,0,0,156743.4688,11.9623661
